OS01W :     Name
LC288 :     Low Carbon Transition Overall Value at Risk IEA Net Zero Cumulative 2050 EUR
LC289 :     Low Carbon Transition Overall Value at Risk IEA Net Zero Cumulative 2050 HKD
LC290 :     Low Carbon Transition Overall Value at Risk IEA Net Zero Cumulative 2050 NZD
LC291 :     Low Carbon Transition Overall Value at Risk IEA Net Zero Cumulative 2050 AUD
LC292 :     Low Carbon Transition Overall Value at Risk IEA Net Zero Cumulative 2050 CHF
LC293 :     Low Carbon Transition Overall Value at Risk IEA Net Zero Cumulative 2050 SGD
LC294 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 USD
LC295 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 GBP
LC296 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 EUR
LC297 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 HKD
LC298 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 NZD
LC299 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 AUD
LC300 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 CHF
LC301 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 SGD
LC302 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 USD
LC303 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 GBP
LC304 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 EUR
LC305 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 HKD
LC306 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 NZD
LC307 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 AUD
LC308 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 CHF
LC309 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 SGD
LC310 :     Low Carbon Transition Overall Value at Risk IEA Net Zero Cumulative 2050 per USD Millions
LC311 :     Low Carbon Transition Overall Value at Risk IEA Net Zero Cumulative 2050 per GBP Millions
LC312 :     Low Carbon Transition Overall Value at Risk IEA Net Zero Cumulative 2050 per EUR Millions
LC313 :     Low Carbon Transition Overall Value at Risk IEA Net Zero Cumulative 2050 per HKD Millions
LC314 :     Low Carbon Transition Overall Value at Risk IEA Net Zero Cumulative 2050 per NZD Millions
LC315 :     Low Carbon Transition Overall Value at Risk IEA Net Zero Cumulative 2050 per AUD Millions
LC316 :     Low Carbon Transition Overall Value at Risk IEA Net Zero Cumulative 2050 per CHF Millions
LC317 :     Low Carbon Transition Overall Value at Risk IEA Net Zero Cumulative 2050 per SGD Millions
LC318 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 per USD Millions
LC319 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 per GBP Millions
LC320 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 per EUR Millions
LC321 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 per HKD Millions
LC322 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 per NZD Millions
LC323 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 per AUD Millions
LC324 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 per CHF Millions
LC325 :     Low Carbon Transition Market Value at Risk IEA Net Zero Cumulative 2050 per SGD Millions
LC326 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 per USD Millions
LC327 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 per GBP Millions
LC328 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 per EUR Millions
LC329 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 per HKD Millions
LC330 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 per NZD Millions
LC331 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 per AUD Millions
LC332 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 per CHF Millions
LC333 :     Low Carbon Transition Policy Value at Risk IEA Net Zero Cumulative 2050 per SGD Millions
LC334 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 USD
LC335 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 GBP
LC336 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 EUR
LC337 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 HKD
LC338 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 NZD
LC339 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 AUD
LC340 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 CHF
LC341 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 SGD
LC342 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 USD
LC343 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 GBP
LC344 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 EUR
LC345 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 HKD
LC346 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 NZD
LC347 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 AUD
LC348 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 CHF
LC349 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 SGD
LC350 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 USD
LC351 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 GBP
LC352 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 EUR
LC353 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 HKD
LC354 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 NZD
LC355 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 AUD
LC356 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 CHF
LC357 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 SGD
LC358 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 per USD Millions
LC359 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 per GBP Millions
LC360 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 per EUR Millions
LC361 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 per HKD Millions
LC362 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 per NZD Millions
LC363 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 per AUD Millions
LC364 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 per CHF Millions
LC365 :     Low Carbon Transition Overall Value at Risk IPR FPS Cumulative 2050 per SGD Millions
LC366 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 per USD Millions
LC367 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 per GBP Millions
LC368 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 per EUR Millions
LC369 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 per HKD Millions
LC370 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 per NZD Millions
LC371 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 per AUD Millions
LC372 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 per CHF Millions
LC373 :     Low Carbon Transition Market Value at Risk IPR FPS Cumulative 2050 per SGD Millions
LC374 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 per USD Millions
LC375 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 per GBP Millions
LC376 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 per EUR Millions
LC377 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 per HKD Millions
LC378 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 per NZD Millions
LC379 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 per AUD Millions
LC380 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 per CHF Millions
LC381 :     Low Carbon Transition Policy Value at Risk IPR FPS Cumulative 2050 per SGD Millions
ESG49 :     Product Involvement % - Adult Entertainment
ESG50 :     Product Involvement % - Alcohol
ESG51 :     Product Involvement % - Animal Testing
ESG52 :     Product Involvement % - Abortive/Contraceptives/Stem Cell
ESG53 :     Product Involvement % - Controversial Weapons
ESG54 :     Product Involvement % - Fur & Specialty Leather
ESG55 :     Product Involvement % - Gambling
ESG56 :     Product Involvement % - GMO
ESG57 :     Product Involvement % - Military Contracting
ESG58 :     Product Involvement % - Nuclear
ESG59 :     Product Involvement % - Palm Oil
ESG60 :     Product Involvement % - Pesticides
ESG61 :     Product Involvement % - Small Arms
ESG62 :     Product Involvement % - Thermal Coal
ESG63 :     Product Involvement % - Tobacco
ESG79 :     Product Involvement Cat Avg % - Adult Entertainment
ESG80 :     Product Involvement Cat Avg % - Alcohol
ESG81 :     Product Involvement Cat Avg % - Animal Testing
ESG82 :     Product Involvement Cat Avg % - Abortive/Contraceptives/Stem Cell
ESG83 :     Product Involvement Cat Avg % - Controversial Weapons
ESG84 :     Product Involvement Cat Avg % - Fur & Specialty Leather
ESG85 :     Product Involvement Cat Avg % - Gambling
ESG86 :     Product Involvement Cat Avg % - GMO
ESG87 :     Product Involvement Cat Avg % - Military Contracting
ESG88 :     Product Involvement Cat Avg % - Nuclear
ESG89 :     Product Involvement Cat Avg % - Palm Oil
ESG90 :     Product Involvement Cat Avg % - Pesticides
ESG91 :     Product Involvement Cat Avg % - Small Arms
ESG92 :     Product Involvement Cat Avg % - Thermal Coal
ESG93 :     Product Involvement Cat Avg % - Tobacco
ESG64 :     Product Involvement # of Holdings - Adult Entertainment
ESG65 :     Product Involvement # of Holdings - Alcohol
ESG66 :     Product Involvement # of Holdings - Animal Testing
ESG67 :     Product Involvement # of Holdings - Abortive/Contraceptives/Stem Cell
ESG68 :     Product Involvement # of Holdings - Controversial Weapons
ESG69 :     Product Involvement # of Holdings - Fur & Specialty Leather
ESG70 :     Product Involvement # of Holdings - Gambling
ESG71 :     Product Involvement # of Holdings - GMO
ESG72 :     Product Involvement # of Holdings - Military Contracting
ESG73 :     Product Involvement # of Holdings - Nuclear
ESG74 :     Product Involvement # of Holdings - Palm Oil
ESG75 :     Product Involvement # of Holdings - Pesticides
ESG76 :     Product Involvement # of Holdings - Small Arms
ESG77 :     Product Involvement # of Holdings - Thermal Coal
ESG78 :     Product Involvement # of Holdings - Tobacco
ESG6G :     Sustainable Investment Overall Start Date
ESG6F :     Employ Exclusions Overall
ESG5K :     Use Norms Based Screening
ESG5L :     Excludes Abortion/Stem Cells
ESG5M :     Excludes Adult Entertainment
ESG5N :     Excludes Alcohol
ESG5O :     Excludes Animal Testing
ESG5P :     Excludes Controversial Weapons
ESG5Q :     Excludes Fur and Specialty Leather
ESG5R :     Excludes Gambling
ESG5S :     Excludes Genetically Modified Organisms
ESG5T :     Excludes Military Contracting
ESG5U :     Excludes Nuclear
ESG5V :     Excludes Palm Oil
ESG5W :     Excludes Pesticides
ESG5X :     Excludes Small Arms
ESG5Y :     Excludes Thermal Coal
ESG5Z :     Excludes Tobacco
ESG6A :     Excludes Other
EU001 :     EU SFDR Fund type (Article 8 or Article 9)
EU002 :     EU SFDR Disclosure Source
STE01 :     Comp Prod Inv % - Adult Entertainment Production
STE02 :     Comp Prod Inv % - Adult Entertainment Distribution
STE03 :     Comp Prod Inv % - Alcoholic Beverages Production
STE04 :     Comp Prod Inv % - Alcoholic Beverages Related Products/Services
STE05 :     Comp Prod Inv % - Alcoholic Beverages Retail
ESG9L :     Comp Prod Inv % - Cannabis (Medical) Production
ESG9M :     Comp Prod Inv % - Cannabis (Medical) Retail
ESG9N :     Comp Prod Inv % - Cannabis (Recreational) Production
ESGB0 :     Comp Prod Inv % - Cannabis (Recreational) Retail
STE06 :     Comp Prod Inv % - Fur and Specialty Leather Production
STE07 :     Comp Prod Inv % - Fur and Speciality Leather Retail
STE08 :     Comp Prod Inv % - Gambling Operations
STE09 :     Comp Prod Inv % - Gambling Specialized Equipment
STE10 :     Comp Prod Inv % - Gambling Supporting Products/Services
STE11 :     Comp Prod Inv % - Genetically Modified Plants and Seeds Development
STE12 :     Comp Prod Inv % - Genetically Modified Plants and Seeds Growth
STE13 :     Comp Prod Inv % - Military Contracting Weapons
STE14 :     Comp Prod Inv % - Military Contracting Non-Weapon-Related Products and/or Services
STE15 :     Comp Prod Inv % - Military Contracting Weapons-Related Products and/or Services
STE16 :     Comp Prod Inv % - Nuclear Distribution
STE17 :     Comp Prod Inv % - Nuclear Production
STE18 :     Comp Prod Inv % - Nuclear Supporting Products/Services
STE19 :     Comp Prod Inv % - Palm Oil Production
STE20 :     Comp Prod Inv % - Pesticides Production
STE21 :     Comp Prod Inv % - Pesticides Retail
STE22 :     Comp Prod Inv % - Pork Products Production
STE23 :     Comp Prod Inv % - Pork Products Related Products/Services
STE24 :     Comp Prod Inv % - Pork Products Retail
STE25 :     Comp Prod Inv % - Predatory Lending Operations
ESG9I :     Comp Prod Inv % - Shale Energy Extraction
STE33 :     Comp Prod Inv % - Small Arms Civilian Customers (Assault Weapons)
STE34 :     Comp Prod Inv % - Small Arms Civilian Customers (Non-Assault Weapons)
STE31 :     Comp Prod Inv % - Small Arms Key Components
STE32 :     Comp Prod Inv % - Small Arms Military/Law Enforcement Customers
STE36 :     Comp Prod Inv % - Small Arms Retail/Distribution (Assault Weapons)
STE35 :     Comp Prod Inv % - Small Arms Retail/Distribution (Non-Assault Weapons)
STE26 :     Comp Prod Inv % - Thermal Coal Power Generation
STE27 :     Comp Prod Inv % - Thermal Coal Extraction
STE28 :     Comp Prod Inv % - Tobacco Products Production
STE29 :     Comp Prod Inv % - Tobacco Products Related Products/Services
STE30 :     Comp Prod Inv % - Tobacco Products Retail
ESG9K :     Comp Prod Inv % - Whale Meat Processing
STE37 :     Comp Prod Inv - Abortion Operations
STE38 :     Comp Prod Inv - Abortion Production
STE39 :     Comp Prod Inv - Adult Entertainment Production
STE40 :     Comp Prod Inv - Adult Entertainment Distribution
STE41 :     Comp Prod Inv - Alcoholic Beverages Production
STE42 :     Comp Prod Inv - Alcoholic Beverages Related Products/Services
STE43 :     Comp Prod Inv - Alcoholic Beverages Retail
STE44 :     Comp Prod Inv - Animal Testing Non-Pharmaceutical Products
STE45 :     Comp Prod Inv - Animal Testing Pharmaceutical Products
STE46 :     Comp Prod Inv - Contraceptives Production
STE47 :     Comp Prod Inv - Controversial Weapons Tailor-Made and Essential
STE48 :     Comp Prod Inv - Controversial Weapons Non Tailor-Made or Non-Essential
STE49 :     Comp Prod Inv - Fur and Specialty Leather Production
STE50 :     Comp Prod Inv - Fur and Speciality Leather Retail
STE51 :     Comp Prod Inv - Gambling Operations
STE52 :     Comp Prod Inv - Gambling Specialized Equipment
STE53 :     Comp Prod Inv - Gambling Supporting Products/Services
STE54 :     Comp Prod Inv - Genetically Modified Plants and Seeds Development
STE55 :     Comp Prod Inv - Genetically Modified Plants and Seeds Growth
STE56 :     Comp Prod Inv - Human Embryonic Stem Cell and Fetal Tissue Use of Fetal Cell Lines
STE57 :     Comp Prod Inv - Human Embryonic Stem Cell and Fetal Tissue Use of Human Embryonic Stem Cells
STE58 :     Comp Prod Inv - Human Embryonic Stem Cell and Fetal Tissue Technology Development
STE59 :     Comp Prod Inv - Military Contracting Weapons
STE60 :     Comp Prod Inv - Military Contracting Non-Weapon-Related Products and/or Services
STE61 :     Comp Prod Inv - Military Contracting Weapons-Related Products and/or Services
STE62 :     Comp Prod Inv - Nuclear Distribution
STE63 :     Comp Prod Inv - Nuclear Production
STE64 :     Comp Prod Inv - Nuclear Supporting Products/Services
STE65 :     Comp Prod Inv - Palm Oil Production
STE66 :     Comp Prod Inv - Pesticides Production
STE67 :     Comp Prod Inv - Pesticides Retail
STE68 :     Comp Prod Inv - Pork Products Production
STE69 :     Comp Prod Inv - Pork Products Related Products/Services
STE70 :     Comp Prod Inv - Pork Products Retail
STE71 :     Comp Prod Inv - Predatory Lending Operations
STE79 :     Comp Prod Inv - Small Arms Civilian Customers (Assault Weapons)
STE80 :     Comp Prod Inv - Small Arms Civilian Customers (Non-Assault Weapons)
STE77 :     Comp Prod Inv - Small Arms Key Components
STE78 :     Comp Prod Inv - Small Arms Military/Law Enforcement Customers
STE82 :     Comp Prod Inv - Small Arms Retail/Distribution (Assault Weapons)
STE81 :     Comp Prod Inv - Small Arms Retail/Distribution (Non-Assault Weapons)
STE72 :     Comp Prod Inv - Thermal Coal Power Generation
STE73 :     Comp Prod Inv - Thermal Coal Extraction
STE74 :     Comp Prod Inv - Tobacco Products Production
